,TRADE_CODE,issue_date,stopped_date
2174,RU000A106TM6,2023-09-01,
2175,RU000A107B35,2023-12-01,
2176,RU000A107W55,2024-03-01,
2177,RU000A109KL1,2024-09-19,
2178,RU000A1095M5,2024-08-06,
2179,RU000A109N96,2024-09-27,
2180,RU000A10ABH1,2024-12-18,
2181,RU000A10B271,2025-03-18,
2182,RU000A10B8L2,2025-04-07,
2183,RU000A10E3T3,2026-01-15,
2184,RU000A10EC14,2026-02-19,
2185,RU000A10D327,2025-10-28,
2186,RU000A10D681,2025-11-11,
2187,RU000A10D699,2025-11-25,
2188,RU000A10DJP1,2025-11-21,
2189,RU000A10DMD1,2025-12-09,
2190,RU000A10DME9,2025-12-16,
2191,RU000A10DMF6,2025-12-26,
2192,RU000A10EVP4,2026-05-13,
2193,RU000A10EVQ2,2026-05-26,
2194,RU000A1084J5,2025-05-26,
2195,RU000A1084K3,2025-06-16,
2196,RU000A1084M9,2025-07-31,
2197,RU000A1084P2,2026-02-02,
2198,RU000A109P52,2024-12-03,
2199,RU000A10A1W5,2024-11-27,
2200,RU000A10A216,2025-01-28,
2201,RU000A10A232,2024-12-10,
2202,RU000A10A950,2024-12-17,
2203,RU000A10A968,2024-12-26,
2204,RU000A10A976,2024-12-26,
2205,RU000A10A9A4,2024-12-17,
2206,RU000A10AJQ5,2025-02-04,
2207,RU000A10AJR3,2025-02-11,
2208,RU000A10AR52,2025-02-18,
2209,RU000A10AR60,2025-03-04,
2210,RU000A10AR78,2025-03-11,
2211,RU000A10AR86,2025-03-11,
2212,RU000A10AR94,2025-03-21,
2213,RU000A10ARK1,2025-08-04,
2214,RU000A10AWX4,2025-03-21,
2215,RU000A10AWY2,2025-04-08,
2216,RU000A10AWZ9,2025-04-15,
2217,RU000A10AX05,2025-04-22,
2218,RU000A10AX13,2025-04-24,
2219,RU000A10BA35,2025-05-20,
2220,RU000A10BA43,2025-05-19,
2221,RU000A10BA50,2025-06-02,
2222,RU000A10BA68,2025-06-11,
2223,RU000A10BA76,2025-06-23,
2224,RU000A10BAN9,2025-07-01,
2225,RU000A10BR10,2025-07-30,
2226,RU000A10BR51,2025-06-23,
2227,RU000A10BR69,2025-08-26,
2228,RU000A10BRG7,2025-08-18,
2229,RU000A10BUQ0,2025-08-18,
2230,RU000A10BUR8,2025-12-11,
2231,RU000A10C055,2025-07-14,
2232,RU000A10C063,2025-07-14,
2233,RU000A10C071,2025-07-14,
2234,RU000A10C089,2025-07-23,
2235,RU000A10C097,2025-08-18,
2236,RU000A10C0A1,2025-08-11,
2237,RU000A10C428,2026-02-27,
2238,RU000A10C4E5,2025-08-11,
2239,RU000A10C4F2,2025-08-25,
2240,RU000A10C4G0,2025-10-13,
2241,RU000A10C4H8,2025-10-30,
2242,RU000A10C4J4,2025-11-17,
2243,RU000A10C4N6,2025-12-12,
2244,RU000A10C4P1,2026-01-14,
2245,RU000A10CEG3,,
2246,RU000A10CEH1,2025-11-24,
2247,RU000A10CEJ7,2025-11-13,
2248,RU000A10CEK5,2025-08-26,
2249,RU000A10CEL3,2025-10-02,
2250,RU000A10CEM1,2025-10-16,
2251,RU000A10CF13,2025-09-18,
2252,RU000A10CF21,2025-09-15,
2253,RU000A10CF39,2025-08-25,
2254,RU000A10CF47,2025-09-01,
2255,RU000A10CF54,2025-09-01,
2256,RU000A10CF62,2025-09-08,
2257,RU000A10CF70,2025-09-10,
2258,RU000A10CJX7,,
2259,RU000A10CJY5,,
2260,RU000A10CN88,2025-09-29,
2261,RU000A10CNB5,2025-10-06,
2262,RU000A10CNG4,2025-10-20,
2263,RU000A10CNN0,2025-11-06,
2264,RU000A10CQQ6,2026-01-14,
2265,RU000A10CQU8,2025-09-29,
2266,RU000A10CQV6,2025-10-13,
2267,RU000A10D2J7,2025-10-27,
2268,RU000A10D2K5,2025-11-10,
2269,RU000A10DC64,2025-12-15,
2270,RU000A10DC72,2025-12-10,
2271,RU000A10DC80,2025-12-04,
2272,RU000A10DCB6,2025-11-20,
2273,RU000A10DZ67,2026-03-27,
2274,RU000A10DZA9,2026-01-26,
2275,RU000A10E424,2026-02-09,
2276,RU000A10E457,2026-02-20,
2277,RU000A10E473,2026-03-02,
2278,RU000A10EBW2,2026-03-16,
2279,RU000A10EH27,,
2280,RU000A10EH35,,
2281,RU000A10EH43,2026-04-13,
2282,RU000A10EJ25,,
2283,RU000A10EJ33,2026-04-20,
2284,RU000A10EJ41,2026-04-06,
2285,RU000A104H57,2025-05-20,
2286,RU000A10EJ58,2026-05-04,
2287,RU000A1069H0,2023-08-21,
2288,RU000A0NRCP5,2023-11-15,
2289,RU000A0NTYA7,2023-09-29,
2290,RU000A0NX2N4,2023-10-23,
2291,RU000A107407,2023-12-22,
2292,RU000A100PB0,2019-08-06,
2293,RU000A1077V4,2023-11-16,
2294,RU000A108ZT4,2024-07-17,
2295,RU000A0JX2M2,2016-12-22,
2296,RU000A0JV755,2015-02-17,
2297,RU000A0JX2L4,2016-12-22,
2298,RU000A10EXG9,2026-04-22,
2299,KZOS,2011-12-05,
2300,KZOSP,2011-12-05,
2301,LNZL,2008-12-12,
2302,LNZLP,2009-06-18,
2303,RU000A10DCE0,2025-11-01,
2304,RU000A10E9Z7,2026-02-13,
2305,RU000A10DSY4,2025-12-15,
2306,RU000A105104,2022-08-03,
2307,RU000A105112,2022-08-03,
2308,RU000A100VX2,2019-10-09,
2309,RU000A10CC99,2025-08-14,
2310,RU000A108Q03,2024-06-18,
2311,RU000A107DS5,2023-12-18,
2312,RU000A106D59,2023-06-15,
2313,RU000A101RJ7,2020-06-15,
2314,RU000A105N25,2022-12-21,
2315,RU000A10C3B3,2025-07-17,
2316,RU000A106B51,2023-05-31,
2317,RU000A10F4Z7,2026-05-08,
2318,RU000A1070G0,2023-10-11,
2319,RU000A107GU4,2023-12-26,
2320,RU000A107PW1,2024-01-31,
2321,RU000A108F63,2024-05-16,
2322,RU000A1099P0,2024-08-22,
2323,RU000A10B2M3,2025-03-13,
2324,RU000A106CJ8,2023-06-08,
2325,RU000A107795,2023-11-15,
2326,RU000A10B8C1,2025-04-04,
2327,RU000A10EHB3,2026-03-11,
2328,RU000A1040S8,2021-11-16,
2329,RU000A106607,2023-04-27,
2330,RU000A1077U6,2023-11-16,
2331,RU000A1087F6,2024-04-11,
2332,RU000A109RR3,2024-10-10,
2333,RU000A10BTJ7,2025-06-19,
2334,RU000A10DBD4,2025-10-30,
2335,RU000A101U61,2020-06-26,
2336,RU000A106TJ2,2023-08-31,
2337,RU000A1094L0,2024-07-31,
2338,RU000A108CC9,2024-04-26,
2339,RU000A10A414,2024-11-20,
2340,RU000A10BGU1,2025-04-25,
2341,RU000A10BGW7,2025-04-25,
2342,RU000A107G22,2023-12-22,
2343,XCREDI,2026-03-20,
2344,RU000A104M43,2024-05-24,
2345,XQUANT,2026-01-15,
2346,RU000A106UA9,2023-09-07,
2347,RU000A107225,2023-10-19,
2348,RU000A10B4L1,2025-03-21,
2349,RU000A109KT4,2024-09-20,
2350,RU000A1089A3,2024-04-11,
2351,RU000A10AYB6,2025-02-21,
2352,RU000A100WZ5,2025-06-04,
2353,RU000A10CAQ0,2025-08-07,
2354,RU000A106Y70,2023-09-26,
2355,RU000A108FS8,2024-05-21,
2356,RU000A10A3Q3,2024-11-19,
2357,RU000A0JXQQ9,2017-05-10,
2358,RU000A1007U3,2019-03-29,
2359,RU000A100ME1,2019-07-23,
2360,RU000A106GC4,2023-07-04,
2361,RU000A107217,2023-10-19,
2362,RU000A107ST1,2024-02-16,
2363,RU000A1097C2,2024-08-09,
2364,RU000A10A026,2024-11-05,
2365,RU000A10EAB8,2026-02-16,
2366,RU000A10DYZ9,2025-12-25,
2367,RU000A109F05,2024-09-06,
2368,RU000A10A794,2024-12-04,
2369,RU000A10B4F3,2025-03-20,
2370,RU000A108FG3,2024-05-16,
2371,RU000A109AU3,2024-08-27,
2372,RU000A10B5M6,2025-03-26,
2373,RU000A10EXS4,2026-04-23,
2374,RU000A1065Y3,2023-04-27,
2375,RU000A106YL8,2023-09-28,
2376,RU000A1083X8,2024-03-28,
2377,RU000A1083V2,2024-03-28,
2378,RU000A107YT9,2024-03-12,
2379,RU000A10CM71,2025-09-02,
2380,RU000A107M32,2024-01-23,
2381,RU000A10DJM8,2025-11-21,
2382,RU000A10EDB2,2026-02-26,
2383,RU000A10C7C2,2025-07-30,
2384,RU000A10A1N4,2024-11-12,
2385,RU000A10BV89,2025-06-24,
2386,RU000A108DP9,2024-05-06,
2387,RU000A10EJR5,2026-03-13,
2388,RU000A104BY4,2021-12-24,
2389,RU000A103DY2,2021-07-14,
2390,RU000A1076A0,2023-11-08,
2391,RU000A10AQD8,2025-01-27,
2392,RU000A10CTJ5,2025-09-25,
2393,RU000A10E4U9,2026-01-22,
2394,RU000A1094U1,2024-08-01,
2395,RU000A109SM2,2024-10-15,
2396,RU000A10CRP6,2025-09-23,
2397,RU000A10DEE6,2025-11-14,
2398,RU000A10B2U6,2025-03-14,
2399,RU000A1097X8,2024-08-13,
2400,RU000A10B5A1,2025-03-25,
2401,RU000A108WJ2,2024-07-04,
2402,RU000A1043Z7,2021-11-24,
2403,RU000A10CUB0,2025-09-26,
2404,RU000A104Z71,2022-07-21,
2405,RU000A107E81,2023-12-18,
2406,RU000A10AS28,2025-02-06,
2407,RU000A10B3Q2,2025-03-21,
2408,RU000A10BZT3,2025-07-08,
2409,RU000A10B7N0,2025-04-02,
2410,RU000A10EQV2,2026-04-02,
2411,RU000A105GN3,2022-11-21,
2412,RU000A107TB7,2024-02-20,
2413,RU000A100725,2019-03-28,
2414,RU000A0JRHC0,2011-06-08,
2415,RU000A0JWCE7,2024-08-14,
2416,RU000A10DBH5,2025-10-30,
2417,RU000A10EN52,2026-03-25,
2418,RU000A10A505,2024-11-25,
2419,RU000A10C2R1,2025-07-15,
2420,RU000A10AC67,2024-12-25,
2421,RU000A10BW39,2025-06-27,
2422,RU000A10C8K3,2025-08-01,
2423,RU000A10A7A8,2024-12-03,
2424,RU000A104362,2021-11-23,
2425,RU000A105KR6,2022-12-06,
2426,RU000A106P06,2023-08-04,
2427,RU000A107GJ7,2023-12-25,
2428,RU000A109VJ2,2024-10-25,
2429,RU000A109VK0,2024-10-25,
2430,RU000A10AXP8,2025-02-18,
2431,RU000A10B3X8,2025-03-18,
2432,RU000A10B3Y6,2025-03-18,
2433,RU000A10A356,2025-12-22,
2434,RU000A109R19,2024-10-08,
2435,RU000A10BG62,2025-04-23,
2436,RU000A10C6C4,2025-08-14,
2437,RU000A10DYH7,2025-12-24,
2438,RU000A10EDA4,2026-02-26,
2439,RU000A109RX1,2024-10-10,
2440,RU000A1075D6,2023-10-31,
2441,RU000A106MS8,2023-07-31,
2442,RU000A105A95,2022-10-11,
2443,RU000A107C26,2023-12-07,
2444,RU000A1039A8,2021-06-25,
2445,RU000A107HQ0,2023-12-28,
2446,RU000A103QN7,2021-09-28,
2447,RU000A105BY1,2022-11-01,
2448,RU000A105JH9,2022-11-30,
2449,RU000A1056U0,2022-09-20,
2450,RU000A105KU0,2022-12-06,
2451,RU000A105JT4,2022-12-02,
2452,RU000A105QW3,2023-01-11,
2453,RU000A105QX1,2023-01-11,
2454,RU000A105R62,2023-01-13,
2455,RU000A105RH2,2023-01-18,
2456,RU000A105RZ4,2023-01-25,
2457,RU000A105SG2,2023-01-30,
2458,RU000A105XA5,2023-03-09,
2459,RU000A106RR9,2023-08-21,
2460,RU000A106RS7,2023-08-21,
2461,RU000A106RT5,2023-08-21,
2462,RU000A106S29,2023-08-24,
2463,RU000A106S37,2023-08-24,
2464,RU000A106S52,2023-08-24,
2465,RU000A106SM8,2023-08-29,
2466,RU000A106SQ9,2023-08-29,
2467,RU000A10D3G1,2025-10-15,
2468,RU000A109825,2024-08-13,
2469,RU000A10DPJ1,2025-12-03,
2470,RU000A10EXF1,2026-04-22,
2471,RU000A106YN4,2023-09-28,
2472,RU000A108A19,2024-04-17,
2473,RU000A10B8X7,2025-04-08,
2474,RU000A10DDG3,2025-11-11,
2475,RU000A0JXP78,2017-05-17,
2476,RU000A10BT42,2025-07-24,
2477,RU000A108Y11,2024-07-08,
2478,RU000A105MP6,2022-12-20,
2479,RU000A107G63,2023-12-22,
2480,RU000A106GY8,2023-07-06,
2481,RU000A1078X8,2023-11-23,
2482,RU000A1094T3,2024-08-01,
2483,RU000A10BXQ4,2025-07-01,
2484,RU000A10BUN7,2025-06-24,
2485,RU000A10EPT8,2026-03-27,
2486,RU000A103S30,2021-09-29,
2487,RU000A10DRX8,2025-12-11,
2488,RU000A10EG44,2026-03-06,
2489,RU000A106SL0,2023-08-29,
2490,RU000A107C00,2023-12-07,
2491,RU000A10EYT0,2026-04-28,
2492,RU000A107C75,2024-03-05,
2493,RU000A107Q12,2024-03-14,
2494,RU000A107Q20,2024-04-26,
2495,RU000A108C33,2024-06-27,
2496,RU000A108C41,2024-11-22,
2497,RU000A108TD1,2024-07-30,
2498,RU000A108TE9,2024-08-15,
2499,RU000A1095B8,2024-08-29,
2500,RU000A109775,2024-10-02,
2501,RU000A109QT1,2024-11-02,
2502,RU000A10EKA9,2026-04-16,
2503,RU000A10EX35,2026-04-21,
2504,RU000A106SF2,2023-08-28,
2505,RU000A1077X0,2023-11-16,
2506,RU000A108AL4,2024-04-18,
2507,RU000A10B4H9,2025-03-21,
2508,RU000A101ZU7,2020-08-06,
2509,RU000A10EXM7,2026-04-29,
2510,RU000A10C949,2025-08-05,
2511,RU000A10C9W6,2025-08-05,
2512,RU000A102MB3,2021-03-03,
2513,RU000A102MC1,2021-03-03,
2514,RU000A102ME7,2021-03-03,
2515,RU000A105UC7,2023-02-16,
2516,RU000A105UD5,2023-02-16,
2517,RU000A105UE3,2023-02-16,
2518,RU000A107BH2,2023-12-05,
2519,RU000A10ENA3,2026-03-25,
2520,RU000A10AZG2,2025-02-27,
2521,RU000A10AZF4,2025-02-27,
2522,RU000A10DSU2,2025-12-15,
2523,RU000A10CR92,2025-09-16,
2524,RU000A104A05,2021-12-16,
2525,RU000A10BLG0,2025-05-16,
2526,RU000A106T85,2023-08-31,
2527,RU000A1086N2,2024-04-24,
2528,RU000A108Q78,2024-06-18,
2529,RU000A10A7P6,,
2530,RU000A0ZZCX6,2018-07-12,
2531,RU000A102192,2020-08-17,
2532,RU000A105N58,2022-12-20,
2533,RU000A109QQ7,2024-10-04,
2534,RU000A0ZZZY5,2018-12-26,
2535,RU000A1021A6,2020-08-17,
2536,RU000A107GW0,2023-12-26,
2537,RU000A1018N5,2019-12-24,
2538,RU000A102HX7,2020-12-16,
2539,RU000A108LD8,2024-06-05,
2540,RU000A0ZZWQ8,2018-12-06,
2541,RU000A1018G9,2019-12-25,
2542,RU000A10EAQ6,2026-02-17,
2543,RU000A1065H8,2023-04-25,
2544,RU000A10CLZ8,2025-08-29,
2545,RU000A10E6G3,2026-01-30,
2546,RU000A10DLY9,2025-11-27,
2547,RU000A10ES24,2026-04-07,
2548,RU000A10AMY3,2025-01-16,
2549,RU000A10AT01,2025-02-04,
2550,RU000A1067H4,2023-05-11,
2551,RU000A108PC1,2024-06-14,
2552,RU000A10C6Z5,2025-07-28,
2553,RU000A10C6Y8,2025-07-28,
2554,RU000A10EVH1,2026-04-16,
2555,RU000A10DG78,2025-11-18,
2556,RU000A10ECA6,2026-02-20,
2557,RU000A10EXU0,2026-04-23,
2558,RU000A10E7D8,2026-02-05,
2559,RU000A1068S9,2023-05-18,
2560,RU000A10DE54,2025-12-03,
2561,RU000A104XE0,2022-07-05,
2562,RU000A1053H4,2022-08-17,
2563,RU000A105RF6,2023-01-19,
2564,RU000A105WZ4,2023-03-07,
2565,RU000A106987,2023-05-23,
2566,RU000A106GB6,2023-07-04,
2567,RU000A107480,2023-10-23,
2568,RU000A107NJ3,2024-01-26,
2569,RU000A10CU97,2025-09-26,
2570,RU000A100Q35,2019-08-13,
2571,RU000A10BPX6,2025-05-30,
2572,RU000A10BQ03,2025-05-30,
2573,RU000A10E4F0,2026-01-20,
2574,RU000A109908,2024-08-16,
2575,RU000A10BFP3,2025-04-21,
2576,RU000A109221,2024-07-23,
2577,RU000A10AFQ3,2024-12-24,
2578,RU000A10C3N8,2025-07-18,
2579,RU000A10C3P3,2025-07-18,
2580,RU000A10CTG1,2025-09-25,
2581,RU000A10DTQ8,2025-12-17,
2582,RU000A1071Q7,2023-10-18,
2583,RU000A106D18,2023-06-13,
2584,RU000A107C91,2023-12-08,
2585,RU000A108AJ8,2024-04-18,
2586,RU000A10B735,2025-03-27,
2587,RU000A103VD8,2021-10-14,
2588,RU000A10B727,2025-03-27,
2589,RU000A10CLD5,2025-08-28,
2590,RU000A10EB07,2026-02-18,
2591,RU000A107720,2023-11-14,
2592,RU000A107001,2023-10-10,
2593,RU000A10CTL1,2025-10-06,
2594,RU000A108YZ4,2024-07-11,
2595,RU000A10B255,2025-03-12,
2596,RU000A10C8M9,2025-08-01,
2597,RU000A109R50,2024-10-08,
2598,RU000A10BYR0,2025-07-03,
2599,RU000A105RU5,2023-01-24,
2600,RU000A106DJ6,2023-06-15,
2601,RU000A10BR02,2025-06-06,
2602,RU000A106PY9,2023-08-09,
2603,RU000A108LL1,2024-06-06,
2604,RU000A104EP6,2022-01-17,
2605,RU000A105DL4,2022-11-08,
2606,RU000A106PW3,2023-08-15,
2607,RU000A1082W2,2024-03-22,
2608,RU000A10BFK4,2025-04-18,
2609,RU000A105FM7,2022-11-14,
2610,RU000A1009Z8,2019-04-19,
2611,RU000A106RJ6,2023-08-21,
2612,RU000A108B83,2024-04-22,
2613,RU000A10AHU1,2024-12-28,
2614,RU000A10C8H9,2025-08-01,
2615,RU000A10DB16,2025-10-29,
2616,RU000A1092T7,2024-07-24,
2617,RU000A10AZN8,2025-02-28,
2618,RU000A10CS83,2025-09-19,
2619,RU000A1070A3,2023-10-11,
2620,RU000A1022Z1,2021-04-30,
2621,RU000A1068X9,2023-07-25,
2622,RU000A104172,2021-12-30,
2623,RU000A104KU3,2022-10-21,
2624,RU000A105328,2023-03-29,
2625,RU000A108UH0,2025-04-11,
2626,XTRIUMF,2025-09-25,
2627,RU000A108VR7,2024-09-02,
2628,RU000A10BBS6,2026-04-13,
2629,RU000A10CFM8,2025-12-01,
2630,RU000A0JUR61,2014-10-21,
2631,RU000A106YD5,2023-09-27,
2632,RU000A108E80,2024-05-14,
2633,RU000A106NT4,2023-08-03,
2634,RU000A10E7U2,2026-02-10,
2635,RU000A10D4S4,2025-10-21,
2636,RU000A10EL13,2026-03-17,
2637,RU000A109PK2,2024-10-03,
2638,RU000A107WF2,2024-03-05,
2639,RU000A108C17,2024-04-25,
2640,RU000A10BP87,2025-05-27,
2641,RU000A10C5P8,2025-07-23,
2642,RU000A10DTP0,2025-12-17,
2643,RU000A10B2D2,2025-03-13,
2644,RU000A10CU30,2025-09-26,
2645,RU000A10ED70,2026-02-26,
2646,RU000A10EQE8,2026-03-31,
2647,RU000A104B04,2021-12-22,
2648,RU000A104V00,2022-06-07,
2649,RU000A1090H6,2024-07-22,
2650,RU000A10B4T4,2025-03-24,
2651,RU000A1006C3,2019-03-15,
2652,RU000A10DTW6,2025-12-17,
2653,RU000A1013N6,2019-11-26,
2654,RU000A102LF6,2020-12-25,
2655,RU000A107761,2023-11-14,
2656,RU000A107LU4,2024-01-23,
2657,RU000A1080Y2,2024-03-14,
2658,RU000A106J61,2023-07-11,
2659,RU000A1074N8,2023-10-25,
2660,RU000A108Z77,2024-07-12,
2661,RU000A106U90,2023-09-07,
2662,RU000A1099W6,2024-08-23,
2663,RU000A106RB3,2023-08-18,
2664,RU000A1089L0,2024-04-12,
2665,RU000A109TF4,2024-10-18,
2666,RU000A10DLC5,2025-11-26,
2667,RU000A10DLN2,2025-11-27,
2668,RU000A10ENT3,2026-03-26,
2669,RU000A10CN62,2025-09-05,
2670,RU000A109T41,2024-10-17,
2671,RU000A10B7W1,2025-04-03,
2672,RU000A10EKZ6,2026-03-17,
2673,RU000A1021G3,2020-08-18,
2674,RU000A10ANT1,2025-01-30,
2675,RU000A10D665,2025-10-23,
2676,RU000A1082M3,2024-03-21,
2677,RU000A10AV23,2025-02-13,
2678,RU000A1090M6,2024-07-22,
2679,RU000A10B3B4,2025-03-17,
2680,RU000A10B5E3,2025-03-25,
2681,RU000A10DDZ3,2025-11-13,
2682,RU000A0ZZML0,2023-02-21,
2683,RU000A0ZZMD7,2023-02-21,
2684,RU000A0ZZMN6,2023-02-21,
2685,RU000A105RJ8,2023-04-06,
2686,RU000A109NM3,2024-09-30,
2687,RU000A106CR1,2023-06-09,
2688,RU000A108VM8,2024-07-01,
2689,RU000A105LS2,2022-12-13,
2690,RU000A10BXV4,2025-07-01,
2691,RU000A10DPT0,2025-12-04,
2692,RU000A10A6V6,2024-11-29,
2693,RU000A10BB83,2025-04-10,
2694,RU000A10CN47,2025-09-05,
2695,RU000A106JC8,2023-07-12,
2696,RU000A1079H9,2023-11-28,
2697,RU000A1074E7,2023-10-24,
2698,RU000A10DY35,2025-12-23,
2699,RU000A10BGE5,2025-04-24,
2700,RU000A108BE7,2024-04-23,
2701,RU000A10BRY0,2025-06-10,
2702,RU000A1098H9,2024-08-15,
2703,RU000A102SM7,2021-02-25,
2704,RU000A107GT6,2023-12-26,
2705,RU000A106C50,2023-06-06,
2706,RU000A10C873,2025-07-31,
2707,RU000A10CST6,2025-09-22,
2708,RU000A106AK0,2023-05-30,
2709,RU000A1078H1,2023-11-21,
2710,RU000A107EE3,2023-12-19,
2711,RU000A108KK5,2024-05-30,
2712,RU000A10BT00,2025-06-17,
2713,RU000A10C8B2,2025-07-31,
2714,RU000A10DK80,2025-11-25,
2715,RU000A109NA8,2024-09-27,
2716,RU000A10DRZ3,2025-12-11,
2717,RU000A100VG7,2019-09-26,
2718,RU000A101CQ4,2020-01-29,
2719,RU000A102986,2020-10-22,
2720,RU000A1064Y6,2023-04-20,
2721,RU000A0JRU20,2011-10-21,
2722,RU000A0JRU46,2011-10-21,
2723,RU000A1084N7,2024-03-29,
2724,RU000A10E5Y8,2026-01-27,
2725,RU000A1098T4,2024-08-15,
2726,RU000A10DDT6,2025-11-12,
2727,RU000A107P62,2024-01-29,
2728,RU000A10BHX3,2025-04-29,
2729,RU000A10BRN3,2025-06-09,
2730,RU000A10ASF9,2025-02-03,
2731,RU000A10CJ84,2025-08-25,
2732,RU000A10D2N9,2025-10-10,
2733,RU000A107209,2023-10-19,
2734,RU000A107A93,2023-11-30,
2735,RU000A104DZ7,2022-01-14,
2736,RU000A0ZZYS0,2018-12-19,
2737,RU000A103WB0,2021-10-19,
2738,RU000A10CCJ1,2025-08-12,
2739,RU000A106CM2,2023-06-08,
2740,RU000A107EP9,2023-12-19,
2741,RU000A108LN7,2024-06-06,
2742,RU000A10EYN3,2026-05-08,
2743,RU000A107GV2,2023-12-26,
2744,RU000A106946,2023-05-22,
2745,RU000A0JWAW3,2016-06-29,
2746,RU000A0ZZ5R2,2018-10-22,
2747,RU000A1034U7,2021-08-25,
2748,RU000A104YX8,2022-08-29,
2749,RU000A1099U0,2024-11-14,
2750,XSKLAD,2025-11-19,
2751,RU000A104CF1,2021-12-28,
2752,RU000A106W49,2023-09-15,
2753,RU000A107W71,2024-03-01,
2754,RU000A1018M7,2019-12-25,
2755,RU000A0JXLU2,2017-06-20,
2756,RU000A101UU8,2020-06-30,
2757,RU000A101UW4,2020-06-30,
2758,RU000A105BZ8,2022-12-22,
2759,RU000A10CKS5,2025-09-09,
2760,RU000A10DXE6,2026-02-16,
2761,RU000A10ENP1,2026-04-15,
2762,RU000A106GX0,2023-08-15,
2763,RU000A106S03,2023-08-31,
2764,RU000A106RZ2,2023-09-14,
2765,RU000A106S11,2023-09-07,
2766,RU000A1070U1,2023-10-25,
2767,RU000A1070V9,2023-11-17,
2768,RU000A1070W7,2023-11-24,
2769,RU000A1074M0,2024-02-20,
2770,RU000A107621,2024-02-29,
2771,RU000A107K75,2024-05-21,
2772,RU000A107K83,2024-06-11,
2773,RU000A107K91,2024-07-16,
2774,RU000A107KA8,2024-07-31,
2775,RU000A107KB6,2024-08-16,
2776,RU000A107KC4,2024-09-03,
2777,RU000A108DV7,2024-05-30,
2778,RU000A108DW5,2024-06-18,
2779,RU000A108QC9,2024-08-30,
2780,RU000A108QD7,2024-09-27,
2781,RU000A108QE5,2024-10-22,
2782,RU000A108QF2,2024-11-19,
2783,RU000A108QG0,2024-11-28,
2784,RU000A108Q52,2024-08-30,
2785,RU000A109EX9,2024-10-31,
2786,RU000A109T25,2024-11-19,
2787,RU000A109VR5,2024-12-17,
2788,RU000A109W12,2024-12-26,
2789,RU000A109W87,2025-12-11,
2790,RU000A109YQ1,,
2791,RU000A10AJB7,,
2792,RU000A10AJC5,,
2793,RU000A10AJD3,2026-02-26,
2794,RU000A10AJE1,,
2795,RU000A10DZC5,,
2796,RU000A109MB8,2024-12-17,
2797,RU000A10EW77,2026-05-06,
2798,RU000A10EW85,2026-05-06,
2799,RU000A10EW93,,
2800,RU000A10EWA4,2026-05-07,
2801,RU000A10DF38,2025-11-24,
2802,RU000A1062J1,2023-04-17,
2803,RU000A106ZP6,2023-10-17,
2804,RU000A109NC4,2024-10-07,
2805,RU000A10BQK1,2025-06-16,
2806,RU000A10CW87,2025-10-01,
2807,RU000A1032P1,2021-06-10,
2808,RU000A10DBA0,2025-12-05,
2809,RU000A10DBB8,2025-12-05,
2810,RU000A107DR7,2024-05-24,
2811,RU000A103XD4,2021-11-15,
2812,RU000A10BJR1,2025-06-24,
2813,RU000A107D25,2023-12-25,
2814,RU000A10ADT2,2024-12-20,
2815,RU000A106ZM3,2023-11-21,
2816,RU000A10A8N9,2024-12-06,
2817,RU000A1095N3,2024-09-12,
2818,RU000A10CLT1,2025-08-29,
2819,RU000A10C1T9,2025-11-07,
2820,RU000A10C1U7,2025-12-11,
2821,RU000A10C1V5,2025-12-12,
2822,RU000A101DA6,2020-02-12,
2823,RU000A101DB4,2020-02-12,
2824,RU000A101D96,2020-02-12,
2825,RU000A1087H2,2024-04-24,
2826,RU000A108F71,2024-07-02,
2827,RU000A108F89,2024-08-05,
2828,RU000A108F97,2024-08-05,
2829,RU000A108FA6,2024-10-14,
2830,RU000A109EH2,2024-09-25,
2831,RU000A109EJ8,2024-11-29,
2832,RU000A10BQR6,2025-06-30,
2833,RU000A10DD30,2025-11-28,
2834,RU000A10EK30,2026-03-30,
2835,RU000A10EK48,2026-03-30,
2836,RU000A1097T6,2024-08-30,
2837,RU000A10AST0,2025-02-24,
2838,RU000A10D5H4,2026-03-26,
2839,RU000A10EMM0,2026-03-20,
2840,RU000A10AAQ4,2024-12-12,
2841,RU000A10C3F4,2025-08-12,
2842,RU000A10DNX7,2026-01-29,
2843,RU000A104VD6,2022-07-19,
2844,RU000A10CBY2,2025-10-14,
2845,RU000A10B7T7,2025-04-02,
2846,RU000A10CFK2,2025-08-22,
2847,RU000A10DBM5,2025-11-13,
2848,RU000A10DSC0,2025-12-16,
2849,RU000A10DSD8,2025-12-16,
2850,RU000A107FW2,2024-02-06,
2851,RU000A10D4A2,2025-11-26,
2852,RU000A10D3R8,2025-10-15,
2853,RU000A10DEM9,2025-11-14,
2854,RU000A0ZYU54,2018-02-21,
2855,RU000A0ZZNL8,2018-10-03,
2856,RU000A0ZZS73,2018-11-07,
2857,RU000A109XN0,2024-10-29,
2858,RU000A106G80,2023-08-11,
2859,RU000A10C5J1,2025-07-22,
2860,RU000A10DSX6,2025-12-15,
2861,RU000A109NL5,2026-04-08,
2862,RU000A103TS0,2021-10-04,
2863,RU000A107FN1,2023-12-21,
2864,RU000A10BBG1,2025-04-11,
2865,RU000A10EMJ6,2026-03-20,
2866,RU000A10B6K8,2025-03-27,
